keyword,search_volume,competition,low_top_of_page_bid,high_top_of_page_bid,cpc,2025_09,2025_08,2025_07,2025_06,2025_05,2025_04,2025_03,2025_02,2025_01,2024_12,2024_11,2024_10,growth_slope,growth_r2,growth_consistency,growth_stability,sustained_growth_score,yoy_trend_%,3month_trend_%
exhibition stand design,12100.0,36.0,0.12,3.81,3.44,9900.0,8100.0,12100.0,18100.0,14800.0,14800.0,14800.0,12100.0,12100.0,9900.0,6600.0,6600.0,-603.2950255516799,0.013501747734949276,0.45454545454545453,0.644906942472104,-0.0001993364054624009,-33.33333333333333,-33.33333333333333
backup generator,18100.0,90.0,0.13,5.01,3.38,22200.0,12100.0,12100.0,14800.0,12100.0,14800.0,18100.0,12100.0,27100.0,14800.0,18100.0,18100.0,385.897065311152,0.0003932591544738573,0.5454545454545454,0.7964906725152007,4.047101157258453e-06,-18.46846846846847,22.2972972972973
dc motor shop,880.0,87.0,0.03,0.34,0.62,590.0,720.0,880.0,880.0,1000.0,1000.0,720.0,880.0,880.0,880.0,880.0,720.0,0.39974127657586606,0.4935320603940684,0.8181818181818182,0.8995360557309501,0.00017803697263338162,22.033898305084744,-18.181818181818183
parent workshop,1900.0,8.0,0.16,2.81,4.35,2400.0,1600.0,1600.0,1600.0,1900.0,2400.0,2400.0,1900.0,1900.0,1600.0,1900.0,1900.0,-13.486783170419518,0.037634942619430345,0.45454545454545453,0.7875942226931443,-9.31064245215149e-05,-20.833333333333336,18.75
buy figs online,480.0,100.0,0.04,2.24,1.17,480.0,390.0,390.0,390.0,390.0,390.0,480.0,390.0,480.0,480.0,480.0,590.0,12.441337587994546,0.13645922278643274,0.45454545454545453,1.0,0.0017860897307955955,22.916666666666664,22.916666666666664
process optimization,9900.0,4.0,0.26,4.69,1.71,12100.0,8100.0,8100.0,6600.0,8100.0,12100.0,12100.0,9900.0,9900.0,6600.0,8100.0,8100.0,-169.7120912539369,0.11460473351462508,0.2727272727272727,0.7058784221759374,-0.0003966957963560266,-33.057851239669425,22.727272727272727
code audit,880.0,11.0,2.12,19.11,13.25,1000.0,880.0,720.0,880.0,1000.0,1000.0,1000.0,880.0,880.0,880.0,880.0,1000.0,0.28442566056380825,0.0017187583227780134,0.45454545454545453,0.9286995679987149,2.2518037237764584e-07,0.0,13.636363636363635
lead paint removal,8100.0,13.0,0.28,4.13,3.69,14800.0,9900.0,8100.0,9900.0,9900.0,8100.0,9900.0,8100.0,6600.0,4400.0,6600.0,5400.0,-545.9622084759812,0.8631446174136781,0.09090909090909091,0.43754212952404986,-0.0019772726961160055,-63.51351351351351,22.727272727272727
queen pillow set,70.0,100.0,0.51,2.14,1.03,90.0,50.0,50.0,50.0,70.0,50.0,30.0,70.0,170.0,90.0,70.0,40.0,2.0266849845394717,0.06714358403752285,0.2727272727272727,0.7784898239851801,0.00041824405942489455,-55.55555555555556,-55.55555555555556
travel insurance japan,12100.0,69.0,1.3,9.46,8.45,14800.0,14800.0,14800.0,12100.0,12100.0,14800.0,14800.0,12100.0,12100.0,9900.0,9900.0,9900.0,-461.4057648026289,0.8442083432850673,0.18181818181818182,0.7392960575952291,-0.003929188046770698,-33.108108108108105,0.0
buy metal sheets,1900.0,99.0,0.39,2.43,1.58,720.0,720.0,720.0,720.0,880.0,880.0,880.0,880.0,3600.0,4400.0,6600.0,1000.0,380.2408192432538,0.6756821674928541,0.6363636363636364,0.7762169118728465,0.08894942065426618,38.88888888888889,-77.27272727272727
facade renovation,880.0,20.0,1.22,6.59,4.09,1000.0,720.0,590.0,720.0,880.0,1000.0,1000.0,1000.0,880.0,590.0,720.0,720.0,-14.493367261468611,0.016180779735483264,0.36363636363636365,0.7662024678175781,-7.814772585447513e-05,-28.000000000000004,22.033898305084744
framed mirror,8100.0,100.0,0.37,4.46,1.49,8100.0,9900.0,8100.0,6600.0,8100.0,8100.0,9900.0,8100.0,9900.0,8100.0,9900.0,9900.0,143.83649169052777,0.24369248255422893,0.6363636363636364,1.0,0.002606195774017877,22.22222222222222,22.22222222222222
bridge contractor,480.0,14.0,0.2,4.03,1.31,390.0,390.0,390.0,480.0,320.0,390.0,390.0,480.0,480.0,390.0,590.0,480.0,12.299090867993106,0.6366313954056748,0.6363636363636364,1.0,0.011987841394315765,23.076923076923077,23.076923076923077
buy shock collar,20.0,100.0,0.2,2.67,1.66,20.0,30.0,20.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.7083137819348697,0.11282919314462136,0.36363636363636365,0.7384286414589735,-0.0008989305185022865,0.0,0.0
heavy duty jack,5400.0,100.0,0.26,1.61,0.92,9900.0,9900.0,4400.0,5400.0,4400.0,4400.0,5400.0,4400.0,4400.0,5400.0,6600.0,4400.0,-132.6394249324375,0.6813334171164445,0.2727272727272727,0.521874735947652,-0.002034537518124642,-55.55555555555556,-18.51851851851852
blood test kit,5400.0,100.0,0.46,4.78,2.66,5400.0,5400.0,6600.0,5400.0,5400.0,5400.0,6600.0,8100.0,6600.0,5400.0,5400.0,5400.0,-18.929820684675963,0.34890834786095437,0.36363636363636365,0.8793703621526846,-0.0003584762113516437,0.0,0.0
fire pit table,40500.0,100.0,0.34,1.98,1.37,27100.0,33100.0,33100.0,49500.0,60500.0,60500.0,40500.0,22200.0,27100.0,33100.0,40500.0,40500.0,-630.656317139521,0.07173047023486034,0.6363636363636364,0.7364936915108478,-0.0005547022984804359,49.44649446494465,22.356495468277945
content calendars,22200.0,36.0,1.01,14.43,12.19,22200.0,22200.0,22200.0,22200.0,22200.0,27100.0,27100.0,22200.0,27100.0,22200.0,27100.0,27100.0,335.93801463795893,0.8213420305126147,0.45454545454545453,1.0,0.005304734782406904,22.07207207207207,22.07207207207207
full coverage foundation,49500.0,100.0,0.16,2.39,0.75,60500.0,60500.0,49500.0,49500.0,40500.0,40500.0,49500.0,40500.0,49500.0,49500.0,49500.0,49500.0,-148.63252213626583,0.6176809858718912,0.45454545454545453,0.800921251953667,-0.0006617048993686693,-18.181818181818183,0.0
element identification,1000.0,1.0,0.16,0.64,0.77,1300.0,1300.0,1300.0,880.0,880.0,1000.0,1000.0,1000.0,1000.0,1000.0,1300.0,1300.0,10.538470587053084,0.41500003597202295,0.18181818181818182,0.8908476517218961,0.000634101356991562,0.0,30.0
fintech solutions,4400.0,17.0,0.12,0.65,1.45,8100.0,8100.0,5400.0,2900.0,4400.0,2900.0,3600.0,3600.0,4400.0,2900.0,2900.0,4400.0,-212.07895046608905,0.8081480542346741,0.18181818181818182,0.4622203221802879,-0.0028551251069985598,-45.67901234567901,51.724137931034484
parent mental health,880.0,7.0,0.28,6.6,1.59,720.0,590.0,590.0,720.0,880.0,1000.0,1300.0,880.0,1300.0,880.0,880.0,1300.0,33.800053275816154,0.8199732579693927,0.5454545454545454,1.0,0.01772342017176481,80.55555555555556,47.72727272727273
martin guitar accessories,210.0,100.0,0.16,1.22,0.71,140.0,140.0,110.0,140.0,140.0,140.0,170.0,170.0,390.0,590.0,210.0,170.0,19.926385400396484,0.6503561431547975,0.6363636363636364,0.766554881564123,0.033864189182598585,21.428571428571427,-71.1864406779661
autumn decor,18100.0,100.0,0.21,1.76,1.0,90500.0,49500.0,22200.0,4400.0,2900.0,2400.0,2900.0,1900.0,1900.0,2900.0,12100.0,40500.0,-1282.8187438086222,0.6771963848486591,0.18181818181818182,0.19108030872779472,-0.0011309224146535937,-55.24861878453039,1296.551724137931
world map software,140.0,17.0,0.81,5.89,3.73,90.0,140.0,140.0,140.0,170.0,210.0,110.0,110.0,170.0,170.0,170.0,170.0,3.3572840858663264,0.6233386611309759,0.8181818181818182,0.965880772066481,0.011712906186018373,88.88888888888889,0.0
hair dye kit,14800.0,46.0,0.24,3.34,0.72,27100.0,27100.0,22200.0,22200.0,14800.0,14800.0,12100.0,5400.0,5400.0,5400.0,5400.0,4400.0,-1920.7553575908398,0.9837705670178016,0.0,0.251960915904629,-0.0,-83.76383763837639,-18.51851851851852
charity gift baskets,50.0,96.0,0.93,7.0,5.26,30.0,30.0,10.0,10.0,50.0,10.0,20.0,20.0,20.0,50.0,110.0,170.0,9.971988480967054,0.3278359407631035,0.36363636363636365,1.0,0.03702593989123888,466.6666666666667,240.0
course pricing,480.0,11.0,0.14,2.36,2.7,390.0,720.0,480.0,480.0,480.0,590.0,480.0,480.0,480.0,480.0,390.0,480.0,-8.00186340533246,0.033876725003908814,0.2727272727272727,0.7982854743667369,-0.00011819988553310078,23.076923076923077,0.0
gas water heater,74000.0,73.0,0.36,6.9,2.2,74000.0,74000.0,90500.0,74000.0,49500.0,49500.0,74000.0,60500.0,201000.0,60500.0,60500.0,49500.0,203.32311683492043,0.07195222882578634,0.2727272727272727,0.6795593912526641,3.526449257599566e-05,-33.108108108108105,-18.181818181818183
maintenance report software,90.0,11.0,13.59,64.45,86.48,170.0,70.0,40.0,50.0,110.0,140.0,110.0,90.0,70.0,50.0,50.0,50.0,-5.4001181910438865,0.3633767785069254,0.2727272727272727,0.37394981738489164,-0.002146507016528833,-70.58823529411765,0.0
dog food discounts,590.0,56.0,0.38,14.1,7.13,880.0,880.0,1000.0,880.0,480.0,480.0,320.0,260.0,480.0,320.0,320.0,320.0,-49.39200417353798,0.9114452872304382,0.18181818181818182,0.3940938012641566,-0.005040293742133779,-63.63636363636363,0.0
premium tea set,390.0,100.0,0.05,0.98,0.77,390.0,390.0,320.0,320.0,260.0,260.0,320.0,320.0,390.0,590.0,390.0,590.0,20.965286596960624,0.0927990343553603,0.45454545454545453,1.0,0.0024588361458493177,51.28205128205128,0.0
global growth,1600.0,2.0,0.5,3.88,3.88,1300.0,1000.0,1300.0,1600.0,1600.0,1600.0,1600.0,1600.0,1900.0,1900.0,2400.0,2400.0,99.54866115081836,0.907681428556054,0.9090909090909091,1.0,0.053471945785374515,84.61538461538461,26.31578947368421
summer skincare,3600.0,43.0,0.06,1.29,1.96,590.0,2400.0,2900.0,5400.0,6600.0,8100.0,5400.0,4400.0,1900.0,880.0,720.0,720.0,-397.6008638961577,0.062126585192908146,0.45454545454545453,0.32957313669740357,-0.0010831122239824203,22.033898305084744,-18.181818181818183
online resources,4400.0,3.0,0.15,3.89,2.72,5400.0,5400.0,5400.0,5400.0,6600.0,4400.0,4400.0,3600.0,3600.0,3600.0,3600.0,3600.0,-213.60946264633037,0.8013388993803707,0.09090909090909091,0.6557227679803271,-0.0020938211500491815,-33.33333333333333,0.0
sonography program,60500.0,44.0,1.74,9.2,8.25,60500.0,60500.0,49500.0,40500.0,60500.0,49500.0,49500.0,49500.0,74000.0,49500.0,49500.0,60500.0,276.2715173566538,0.08440430222740847,0.2727272727272727,0.920350311687774,0.00010701770102371179,0.0,22.22222222222222
autosave,40500.0,14.0,0.44,25.03,20.7,33100.0,33100.0,40500.0,33100.0,40500.0,40500.0,40500.0,33100.0,40500.0,40500.0,49500.0,74000.0,2122.1188752038915,0.6665999421706668,0.7272727272727273,1.0,0.026823910921956993,123.56495468277946,82.71604938271605
gummed tape,8100.0,83.0,0.09,5.91,2.16,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,-2.8377834798556464e-28,1.0,0.0,1.0,-0.0,0.0,0.0
mother jewelry,2900.0,100.0,0.62,2.19,1.99,1600.0,1600.0,1600.0,2400.0,4400.0,3600.0,2900.0,1900.0,2400.0,5400.0,4400.0,2400.0,153.50623097954525,0.7896168778471665,0.45454545454545453,0.8909059538884992,0.018758165774988674,50.0,-55.55555555555556
employment verification,18100.0,24.0,0.63,7.75,4.45,18100.0,18100.0,18100.0,14800.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,22200.0,224.23292975268745,0.16542153972274454,0.7272727272727273,1.0,0.001507744102053531,22.65193370165746,22.65193370165746
fall party supplies,210.0,100.0,0.44,1.29,0.9,480.0,210.0,170.0,110.0,110.0,90.0,110.0,40.0,40.0,70.0,590.0,590.0,25.792992693603313,0.19385780994480528,0.18181818181818182,0.7145044271610976,0.0030890852824593503,22.916666666666664,742.8571428571429
heat press,74000.0,100.0,0.34,2.6,1.39,60500.0,60500.0,60500.0,60500.0,60500.0,60500.0,74000.0,60500.0,74000.0,74000.0,90500.0,90500.0,2815.7062120250853,0.7528058277252686,0.45454545454545453,1.0,0.014767255517664423,49.586776859504134,22.2972972972973
sea maps,12100.0,5.0,0.09,1.25,0.94,14800.0,14800.0,14800.0,12100.0,12100.0,12100.0,14800.0,9900.0,12100.0,9900.0,9900.0,12100.0,-334.7002933675937,0.9307379905627879,0.18181818181818182,0.7671298475351391,-0.0033425742535182095,-18.243243243243242,22.22222222222222
fig jam,165000.0,21.0,0.08,2.65,0.89,201000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,135000.0,165000.0,201000.0,-165.48169042733807,0.5230396934151134,0.18181818181818182,0.8542101284142959,-7.893265602607015e-05,0.0,48.888888888888886
cell culture kit,40.0,90.0,1.32,4.53,1.92,10.0,30.0,20.0,30.0,50.0,70.0,40.0,40.0,30.0,40.0,40.0,40.0,0.6468482911735184,0.6197477518850176,0.6363636363636364,0.8597760066596961,0.006566674762086562,300.0,0.0
bookbinding supplies,6600.0,93.0,0.23,1.48,0.75,8100.0,8100.0,8100.0,8100.0,6600.0,5400.0,6600.0,6600.0,8100.0,8100.0,6600.0,5400.0,-86.65876840667234,0.5926873987881449,0.18181818181818182,0.8195978633257284,-0.0010362324370267707,-33.33333333333333,-33.33333333333333
paul investment,170.0,8.0,0.62,4.55,5.66,170.0,140.0,170.0,210.0,140.0,110.0,210.0,210.0,320.0,170.0,70.0,70.0,-5.212468268779516,0.035511795721275496,0.45454545454545453,0.6080088052738049,-0.0002983919094253009,-58.82352941176471,-58.82352941176471
copy machine,18100.0,100.0,0.63,8.86,2.59,18100.0,18100.0,18100.0,14800.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,22200.0,224.23292975268745,0.16542153972274454,0.7272727272727273,1.0,0.001507744102053531,22.65193370165746,22.65193370165746
donor acquisition,320.0,4.0,0.11,7.62,3.78,480.0,390.0,260.0,260.0,320.0,320.0,320.0,210.0,320.0,260.0,260.0,320.0,-6.487315415029142,0.6864393535970754,0.45454545454545453,0.6042083839574826,-0.0037093573556924485,-33.33333333333333,23.076923076923077
answering service,6600.0,30.0,12.79,127.99,126.38,9900.0,5400.0,5400.0,6600.0,6600.0,8100.0,8100.0,8100.0,8100.0,6600.0,8100.0,6600.0,20.720333904326512,0.012320822859283598,0.6363636363636364,0.73845297626888,1.6217876379304864e-05,-33.33333333333333,0.0
flight booking deals,110000.0,88.0,0.09,0.59,0.61,27100.0,33100.0,33100.0,27100.0,40500.0,74000.0,823000.0,201000.0,40500.0,33100.0,33100.0,33100.0,-7613.785410457172,0.2629382585776803,0.45454545454545453,0.2924798473481356,-0.002428188085048626,22.14022140221402,0.0
brown dining chair,5400.0,100.0,0.48,1.95,1.74,6600.0,5400.0,4400.0,4400.0,4400.0,4400.0,5400.0,5400.0,6600.0,5400.0,6600.0,6600.0,156.5977658575983,1.658947669835875e-05,0.45454545454545453,0.9185401339034575,2.0110188447882892e-07,0.0,22.22222222222222
tech trends,27100.0,9.0,0.3,4.2,2.88,14800.0,12100.0,18100.0,49500.0,27100.0,40500.0,18100.0,18100.0,33100.0,33100.0,22200.0,27100.0,222.09184831336572,0.4234760629550882,0.5454545454545454,0.8336248241076404,0.0017349354887649712,83.1081081081081,-18.12688821752266
tax service,90500.0,2.0,0.5,13.94,9.06,90500.0,74000.0,110000.0,74000.0,74000.0,135000.0,110000.0,110000.0,110000.0,74000.0,74000.0,90500.0,-1163.1024927333556,0.14960457213372036,0.5454545454545454,0.8423495242998916,-0.0008527732680702481,0.0,22.2972972972973
boiler replacement service,110.0,31.0,5.76,14.41,12.45,90.0,70.0,110.0,70.0,90.0,110.0,170.0,210.0,110.0,70.0,70.0,50.0,-3.3344533458317693,0.20535097814664482,0.45454545454545453,0.581120095232802,-0.0017627844078969808,-44.44444444444444,-28.57142857142857
4k tv,246000.0,91.0,0.11,0.51,0.42,165000.0,165000.0,165000.0,165000.0,165000.0,246000.0,165000.0,246000.0,550000.0,550000.0,301000.0,201000.0,21236.184191570544,0.7244227344503352,0.36363636363636365,0.8078839848501226,0.01956200008481097,21.818181818181817,-63.45454545454545
car styling,14800.0,26.0,0.05,0.43,0.41,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,12100.0,12100.0,12100.0,12100.0,14800.0,-217.85546558805584,0.7448284206286265,0.09090909090909091,0.9015966877092705,-0.0009391911560082261,0.0,22.31404958677686
face primer,40500.0,100.0,0.06,1.06,0.38,33100.0,33100.0,27100.0,33100.0,40500.0,40500.0,40500.0,40500.0,40500.0,40500.0,40500.0,40500.0,695.3348050721238,0.8282517217472025,0.8181818181818182,1.0,0.01299739742224732,22.356495468277945,0.0
farm machinery,135000.0,34.0,0.14,0.67,0.68,135000.0,110000.0,135000.0,135000.0,135000.0,135000.0,135000.0,110000.0,135000.0,110000.0,165000.0,201000.0,3603.892011374975,0.20038538069276468,0.7272727272727273,1.0,0.0039874484013271,48.888888888888886,82.72727272727273
stock footage download,2900.0,27.0,0.2,6.41,5.08,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,3600.0,2900.0,2900.0,2900.0,3600.0,3600.0,49.48866579549061,0.6455767165853565,0.2727272727272727,1.0,0.0029020386739748985,24.137931034482758,24.137931034482758
digital note app,260.0,5.0,0.29,2.61,3.72,590.0,390.0,260.0,170.0,260.0,210.0,170.0,170.0,260.0,320.0,390.0,140.0,-3.955138934839443,0.5586662983362971,0.2727272727272727,0.42149273247932983,-0.0008158672242327262,-76.27118644067797,-56.25
template marketplace,1300.0,31.0,0.21,2.36,1.71,1000.0,1000.0,1000.0,1000.0,1300.0,1300.0,1300.0,1300.0,1300.0,1000.0,1300.0,1300.0,15.21685804693861,0.7876598275541471,0.6363636363636364,0.9856203981819867,0.0066153291504391695,30.0,30.0
patient care supplies,70.0,12.0,0.53,2.88,1.75,140.0,40.0,90.0,110.0,90.0,90.0,50.0,50.0,70.0,40.0,50.0,70.0,-4.138364769387604,0.672185497111679,0.36363636363636365,0.43652071102954465,-0.005392422562180241,-50.0,75.0
nomad community,1000.0,4.0,1.08,3.1,3.3,1000.0,880.0,880.0,1000.0,1000.0,1000.0,1000.0,1000.0,1900.0,1300.0,1600.0,1300.0,60.36754778020328,0.7305230684782569,0.7272727272727273,0.9825159873228415,0.029125259576178238,30.0,0.0
home water filter,301000.0,76.0,0.35,8.28,5.94,201000.0,246000.0,301000.0,165000.0,550000.0,550000.0,550000.0,301000.0,301000.0,246000.0,301000.0,246000.0,-8334.85446148563,0.28444256463831585,0.45454545454545453,0.6573065924809497,-0.0021998625750073077,22.388059701492537,0.0
path analysis software,70.0,11.0,0.64,4.98,1.9,50.0,50.0,40.0,50.0,50.0,50.0,50.0,30.0,50.0,90.0,110.0,110.0,6.088847917511323,0.43521400614822336,0.7272727272727273,1.0,0.03577572582853624,120.0,22.22222222222222
network building,1900.0,5.0,0.17,9.14,4.06,2400.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,1600.0,1900.0,1900.0,-22.56537412050261,0.7348855394371884,0.18181818181818182,0.7612439057091818,-0.00117825597056275,-20.833333333333336,18.75
brand character,2900.0,2.0,0.18,1.98,1.09,2900.0,2400.0,2400.0,2400.0,2400.0,2400.0,2900.0,2900.0,2900.0,2400.0,2900.0,3600.0,58.762291310279295,0.13892724321055316,0.45454545454545453,1.0,0.0014034546762620552,24.137931034482758,50.0
information security software,3600.0,5.0,0.65,1.29,1.6,2400.0,2900.0,320.0,590.0,33100.0,1000.0,1000.0,590.0,720.0,720.0,480.0,720.0,-659.4889304582852,0.010386788280586257,0.18181818181818182,0.11934160236334751,-3.634109285185051e-05,-70.0,0.0
site plan services,210.0,6.0,1.4,15.05,14.48,260.0,210.0,390.0,320.0,260.0,210.0,170.0,140.0,140.0,140.0,140.0,90.0,-17.493758960246073,0.685499466315679,0.18181818181818182,0.4497118321615611,-0.0042768872995461215,-65.38461538461539,-35.714285714285715
government compliance training,30.0,4.0,3.8,14.52,9.12,90.0,20.0,10.0,20.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,-2.1325428150464893,0.5724048865736013,0.18181818181818182,0.18809700411121769,-0.0013618236191185581,-77.77777777777779,100.0
limit switch cost,40.0,33.0,0.02,0.23,0.19,30.0,30.0,40.0,30.0,40.0,50.0,50.0,50.0,50.0,40.0,30.0,90.0,2.0449742966108957,0.8018277274842012,0.6363636363636364,1.0,0.02611009861687259,200.0,125.0
rock climbing shoes,27100.0,100.0,0.21,0.59,0.56,27100.0,22200.0,22200.0,22200.0,22200.0,22200.0,27100.0,22200.0,27100.0,27100.0,27100.0,27100.0,441.37695525495127,0.07291724963254265,0.45454545454545453,0.9688478514493738,0.0005823526223609827,0.0,0.0
personalization at scale,390.0,12.0,4.07,25.68,38.07,320.0,260.0,320.0,390.0,480.0,480.0,480.0,480.0,480.0,390.0,390.0,390.0,2.6954291806243664,0.6773682297731738,0.6363636363636364,0.897589821203049,0.002675540077787611,21.875,0.0
adjustable base,5400.0,100.0,1.99,9.19,5.53,4400.0,5400.0,5400.0,4400.0,5400.0,4400.0,4400.0,5400.0,5400.0,4400.0,5400.0,4400.0,-3.24007737392114,0.04355993307189954,0.5454545454545454,0.9343153106806985,-1.4694454120735335e-05,0.0,0.0
museum tickets,5400.0,15.0,0.2,1.68,1.49,3600.0,3600.0,8100.0,5400.0,4400.0,4400.0,4400.0,3600.0,8100.0,9900.0,6600.0,4400.0,230.05965246902616,0.5282160489421779,0.2727272727272727,0.8815186859396665,0.005581492370975164,22.22222222222222,-55.55555555555556
eco wellness,1600.0,18.0,0.13,1.05,0.39,1000.0,1000.0,1000.0,1000.0,1300.0,1300.0,1600.0,1900.0,1900.0,1600.0,1900.0,2400.0,104.23761787663112,0.9299302428426406,0.6363636363636364,1.0,0.04639239325817608,140.0,50.0
birth doula,22200.0,2.0,0.25,3.47,3.07,33100.0,22200.0,33100.0,49500.0,40500.0,33100.0,14800.0,9900.0,12100.0,9900.0,8100.0,9900.0,-2897.3434566160595,0.6102415523709497,0.2727272727272727,0.3324232053325023,-0.006041142730768388,-70.09063444108762,0.0
plane rental,8100.0,29.0,0.69,2.89,2.75,6600.0,8100.0,6600.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,60.21086600459206,0.7574082147664323,0.9090909090909091,1.0,0.005390756582573601,22.727272727272727,0.0
personalized marketing,4400.0,11.0,0.27,7.22,6.56,2400.0,6600.0,4400.0,3600.0,3600.0,4400.0,4400.0,5400.0,3600.0,3600.0,3600.0,4400.0,-35.699804007847135,0.026774523745469403,0.45454545454545453,0.8361945670590292,-8.806333118045833e-05,83.33333333333334,22.22222222222222
video wall display,2900.0,51.0,0.26,3.29,2.52,3600.0,2400.0,2900.0,3600.0,2900.0,2900.0,3600.0,2900.0,2900.0,2400.0,2900.0,2900.0,-38.541747231857954,0.28121908484733926,0.45454545454545453,0.7981801480682157,-0.0012894228114663205,-19.444444444444446,20.833333333333336
repurposing content,2400.0,9.0,0.58,7.56,4.22,2400.0,1600.0,1900.0,2400.0,2400.0,2400.0,2900.0,2400.0,2900.0,2400.0,2400.0,2900.0,46.47525588943153,0.606790107870706,0.5454545454545454,1.0,0.006589007423717295,20.833333333333336,20.833333333333336
