keyword,search_volume,competition,low_top_of_page_bid,high_top_of_page_bid,cpc,2025_09,2025_08,2025_07,2025_06,2025_05,2025_04,2025_03,2025_02,2025_01,2024_12,2024_11,2024_10,growth_slope,growth_r2,growth_consistency,growth_stability,sustained_growth_score,yoy_trend_%,3month_trend_%,priority_score
model rockets,33100,76,0.12,0.62,0.35,27100,33100,33100,27100,33100,27100,33100,33100,33100,40500,40500,40500,1123.732654157035,0.736422006042442,0.8181818181818182,1,0.021194416034370344,49.44649446494465,0,5.47777914281448
gourmet wok kit,27100,87,0.7,1.97,1.92,22200,22200,22200,22200,27100,27100,27100,22200,27100,27100,33100,40500,1154.8488393720245,0.7996463020550646,0.6363636363636364,1,0.023555994553973437,82.43243243243244,49.44649446494465,5.477199295612095
constellation wall art,390,100,0.37,1.58,1.62,90,170,140,140,110,110,170,170,320,1000,1900,110,97.19183263496474,0.5798575606560696,0.7272727272727273,0.7332807153889479,0.11137057716633816,22.22222222222222,-89,5.476748214624623
classroom app,27100,100,0.05,1.15,0.28,22200,22200,22200,18100,22200,22200,27100,22200,27100,49500,40500,27100,1783.2670734614567,0.6464409995292464,0.5454545454545454,0.9337767210321658,0.02352541493767262,22.07207207207207,-45.25252525252525,5.475843710612213
beggar aid charity,5400,100,0.31,1.19,0.69,4400,3600,3600,2900,3600,3600,4400,4400,6600,12100,9900,6600,635.1848654384271,0.5855945069416697,0.6363636363636364,0.9489444322461735,0.04670664383660235,50,-45.45454545454545,5.475669619803054
grandson gifts ideas,720,50,0.25,1.89,0.54,260,170,140,90,170,260,170,140,260,1900,4400,720,240.51451223523566,0.49349963382700746,0.45454545454545453,0.8142849863139545,0.09163442873996645,176.9230769230769,-62.10526315789474,5.475632806737484
band posters,18100,74,0.04,1.37,1.12,14800,12100,9900,12100,18100,22200,22200,18100,22200,33100,33100,12100,1194.7933248245179,0.7963335499009976,0.6363636363636364,0.8340003608912716,0.028605549031177797,-18.243243243243242,-63.44410876132931,5.475610907193341
temperature monitor,18100,74,0.04,1.37,1.12,14800,12100,9900,12100,18100,22200,22200,18100,22200,33100,33100,12100,1194.7933248245179,0.7963335499009976,0.6363636363636364,0.8340003608912716,0.028605549031177797,-18.243243243243242,-63.44410876132931,5.475610907193341
prince costume,12100,100,0.16,0.87,0.43,12100,8100,6600,5400,6600,6600,12100,12100,9900,9900,27100,40500,2125.642752875066,0.31094153616663633,0.5454545454545454,1,0.03411240411162824,234.7107438016529,309.09090909090907,5.475521614849234
ice melt,74000,70,0.32,8.1,3.17,40500,27100,27100,33100,33100,33100,33100,246000,301000,90500,49500,27100,5468.8393151266,0.5465238646680458,0.5454545454545454,0.5315473505096414,0.012447722589748552,-33.086419753086425,-70.05524861878453,5.475340176455131
best solar panels,33100,95,0.17,7.35,4.29,27100,22200,27100,27100,27100,33100,40500,33100,27100,22200,27100,90500,2245.813652047126,0.4407895465546917,0.6363636363636364,1,0.021134125731629445,233.94833948339482,307.65765765765764,5.475054124833664
dragonfly art print,320,100,0.23,0.85,0.52,70,210,210,70,90,110,140,260,590,210,1000,590,61.54539956435002,0.6691640670518357,0.6363636363636364,1,0.11854807844797118,742.8571428571429,180.95238095238096,5.47495713985792
body pillow,165000,100,0.27,1.17,0.81,165000,165000,165000,135000,165000,135000,165000,165000,165000,246000,201000,165000,4709.732481578276,0.33202189462254983,0.5454545454545454,0.9584905021336576,0.004931639490862083,0,-32.926829268292686,5.474791442836148
caper pesto,135000,51,0.07,18.7,12.16,9900,8100,9900,12100,12100,8100,8100,673000,823000,6600,4400,4400,9718.92344409819,0.489366409924309,0.45454545454545453,0.34174840678912954,0.006706299788598466,-55.55555555555556,-33.33333333333333,5.474389331165983
vest store online,135000,51,0.07,18.7,12.16,9900,8100,9900,12100,12100,8100,8100,673000,823000,6600,4400,4400,9718.92344409819,0.489366409924309,0.45454545454545453,0.34174840678912954,0.006706299788598466,-55.55555555555556,-33.33333333333333,5.474389331165983
director reel services,246000,100,0.28,1.67,1.2,201000,246000,246000,246000,246000,201000,201000,165000,246000,301000,301000,201000,3993.1510183708997,0.14799038093761352,0.6363636363636364,0.9308750711316084,0.001524319727186794,0,-33.222591362126245,5.473110194420794
booster packs,33100,100,0.21,1.42,0.68,27100,27100,27100,22200,27100,27100,33100,40500,40500,40500,40500,33100,1355.9836769264991,0.7728718021427234,0.6363636363636364,0.9621363838521323,0.02108796933287692,22.14022140221402,-18.271604938271604,5.472967935001928
booster pack,33100,100,0.21,1.42,0.68,27100,27100,27100,22200,27100,27100,33100,40500,40500,40500,40500,33100,1355.9836769264991,0.7728718021427234,0.6363636363636364,0.9621363838521323,0.02108796933287692,22.14022140221402,-18.271604938271604,5.472967935001928
trigonometry workbook,27100,11,0.18,9.46,7.8,22200,18100,14800,12100,9900,9900,9900,6600,12100,40500,60500,110000,6312.616460424686,0.20479243258340685,0.36363636363636365,1,0.02345970243913286,395.4954954954955,171.60493827160494,5.472930695731679
piglet feed,40500,24,0.58,4.59,2.7,40500,33100,40500,40500,40500,40500,49500,40500,49500,49500,49500,49500,1141.6887002416586,0.8446870844498662,0.8181818181818182,1,0.0187836149499174,22.22222222222222,0,5.4729016337659395
grants for students,12100,28,0.98,9.92,8.86,9900,8100,8100,6600,8100,9900,14800,9900,12100,8100,14800,40500,1501.0413404838298,0.43378238845682215,0.5454545454545454,1,0.034037874954850125,309.09090909090907,400,5.472478749339678
heated furniture,165000,100,0.04,0.18,0.1,135000,135000,135000,165000,201000,165000,165000,135000,135000,201000,201000,165000,3214.6752985986627,0.6640278879972171,0.36363636363636365,0.9806320627965782,0.004886629465005933,22.22222222222222,-17.91044776119403,5.472443051963817
autumn sale,165000,42,0.12,1.33,1.52,49500,90500,74000,201000,368000,301000,135000,135000,165000,110000,165000,301000,3406.524633766684,0.4187390812322571,0.6363636363636364,0.8362241243413367,0.004886562398098443,508.080808080808,173.63636363636363,5.472439552758686
garden seed sowing,90500,12,0.52,9.74,7.5,74000,74000,74000,74000,90500,90500,90500,90500,90500,74000,90500,110000,1605.3005693171333,0.8351942391684929,0.6363636363636364,1,0.010405375156984177,48.64864864864865,48.64864864864865,5.472406459084831
founder mental health,165000,3,0.26,2.79,2.03,135000,165000,165000,135000,135000,135000,165000,165000,165000,165000,165000,165000,2175.2683597534515,0.46899169638933325,0.7272727272727273,1,0.004881889788062116,22.22222222222222,0,5.472195760080266
relationship wellness app,49500,5,0.1,0.46,3.43,33100,18100,27100,33100,40500,60500,40500,60500,90500,49500,40500,49500,1923.6430779181692,0.7776932080720749,0.5454545454545454,0.8424802571573488,0.016557983356111156,49.546827794561935,0,5.471937146408118
white label,135000,42,0.32,2.35,1.41,110000,110000,110000,110000,110000,110000,135000,135000,135000,110000,135000,135000,2082.474220725047,0.8235115281309726,0.45454545454545453,1,0.006657082062291003,22.727272727272727,22.727272727272727,5.471864297533146
construction hat,246000,100,0.07,1.12,0.48,246000,246000,246000,246000,301000,301000,246000,246000,246000,246000,301000,301000,2598.255119773921,0.4103163559566466,0.36363636363636365,1,0.0014958551380208557,22.35772357723577,22.35772357723577,5.471575686890356
solar lighting,246000,100,0.07,1.12,0.48,246000,246000,246000,246000,301000,301000,246000,246000,246000,246000,301000,301000,2598.255119773921,0.4103163559566466,0.36363636363636365,1,0.0014958551380208557,22.35772357723577,22.35772357723577,5.471575686890356
algebra for beginners,8100,100,0.18,1.29,0.6,5400,5400,5400,4400,5400,5400,6600,9900,18100,14800,12100,6600,746.6274470806612,0.7204161548590788,0.6363636363636364,0.8644504012037885,0.03999028316692039,22.22222222222222,-55.4054054054054,5.471499245464884
search engine marketing,8100,100,0.18,1.29,0.6,5400,5400,5400,4400,5400,5400,6600,9900,18100,14800,12100,6600,746.6274470806612,0.7204161548590788,0.6363636363636364,0.8644504012037885,0.03999028316692039,22.22222222222222,-55.4054054054054,5.471499245464884
meditation program,8100,100,0.18,1.29,0.6,5400,5400,5400,4400,5400,5400,6600,9900,18100,14800,12100,6600,746.6274470806612,0.7204161548590788,0.6363636363636364,0.8644504012037885,0.03999028316692039,22.22222222222222,-55.4054054054054,5.471499245464884
jellyfish tank,27100,90,0.17,1.03,0.4,18100,18100,18100,18100,22200,22200,27100,27100,40500,33100,27100,27100,1200.6732177147724,0.8740722013328465,0.5454545454545454,0.943820650702161,0.023419989132161236,49.72375690607735,-18.12688821752266,5.471170217029236
guest experience app,135000,80,0.31,2.25,0.53,110000,135000,135000,110000,110000,110000,110000,110000,135000,368000,135000,110000,7504.5265930059295,0.4037330209871479,0.36363636363636365,0.8000300054571845,0.006636574030804673,0,-70.1086956521739,5.470812167068549
state flags,74000,43,0.02,0.49,0.12,60500,60500,60500,60500,74000,74000,74000,60500,74000,74000,90500,74000,1725.7666569388214,0.890834361003714,0.5454545454545454,0.9890204990582901,0.012354089147799003,22.31404958677686,0,5.470780947199448
blogger templates,27100,12,0.28,3.71,3.64,22200,22200,22200,22200,27100,27100,40500,33100,33100,33100,33100,33100,982.4906580407601,0.8946710397197958,0.7272727272727273,1,0.023402315390024565,49.0990990990991,0,5.470386745467769
blog templates,27100,12,0.28,3.71,3.64,22200,22200,22200,22200,27100,27100,40500,33100,33100,33100,33100,33100,982.4906580407601,0.8946710397197958,0.7272727272727273,1,0.023402315390024565,49.0990990990991,0,5.470386745467769
velvet bow tie,2900,100,0.49,2.7,1.7,2400,1900,1600,1900,1900,1900,2400,2400,2900,6600,6600,3600,390.34630014223904,0.5688729627436195,0.7272727272727273,0.9347202873490501,0.057994040745667566,50,-45.45454545454545,5.470382503577655
celery root,33100,17,0.03,0.98,0.2,27100,27100,27100,22200,27100,33100,33100,33100,40500,40500,40500,33100,1267.6050146917912,0.8206415636523755,0.6363636363636364,0.965476249754565,0.021030639004231518,22.14022140221402,-18.271604938271604,5.47037670275889
wrestling singlet,33100,96,0.25,1.94,1.24,33100,27100,27100,27100,27100,33100,40500,40500,40500,49500,49500,40500,1885.4543778211175,0.7111198848939011,0.5454545454545454,0.9789169339135395,0.021021674184983987,22.356495468277945,-18.181818181818183,5.469971508348949
sales link,74000,12,0.05,2.34,1.01,60500,74000,60500,60500,90500,74000,60500,60500,74000,74000,74000,135000,3032.088220337546,0.44762342562814916,0.6363636363636364,1,0.012336107775998119,123.14049586776858,82.43243243243244,5.469905392540076
baking sheet,110000,91,0.22,1.64,0.79,74000,60500,60500,60500,60500,74000,368000,135000,165000,90500,110000,165000,4980.095751260088,0.5879040431973779,0.36363636363636365,0.8499560790863825,0.008498196782121634,122.97297297297298,82.32044198895028,5.469820156102457
dentist directory,74000,100,0.2,0.65,0.41,60500,60500,49500,49500,60500,60500,74000,60500,90500,90500,74000,74000,2584.1141265550827,0.6846000067941211,0.45454545454545453,0.9798827122381005,0.012325590845640258,22.31404958677686,-18.23204419889503,5.469393298831149
comic merch store,22200,3,0.2,5,2.77,18100,14800,14800,14800,22200,22200,27100,22200,22200,22200,27100,27100,857.4490681829473,0.8223125804985262,0.7272727272727273,1,0.025829885599890967,49.72375690607735,22.07207207207207,5.469010975518697
parchment paper bag,22200,64,0.47,2.41,1.47,18100,18100,18100,18100,14800,18100,22200,18100,22200,22200,33100,40500,1675.4736047127765,0.5606385580298919,0.5454545454545454,1,0.02582186041417804,123.75690607734806,82.43243243243244,5.468662172620759
women bank loan,260,9,0.04,0.23,0.08,70,70,90,90,70,90,110,70,70,90,1900,590,93.57550402118727,0.43676842617567324,0.5454545454545454,0.9765914473570726,0.126437019760597,742.8571428571429,555.5555555555555,5.468393677157832
cloth napkins,27100,100,0.29,1.37,1,22200,22200,22200,18100,22200,22200,22200,22200,27100,40500,40500,27100,1578.8933757513198,0.5884435480442218,0.6363636363636364,0.9506086973313795,0.02334736565901614,22.07207207207207,-33.086419753086425,5.467950840766748
invoicing software comparison,390,7,2.11,22.89,5.42,50,40,50,50,40,50,210,110,2400,880,1300,40,101.71697222199343,0.6744581961406443,0.7272727272727273,0.7082013924145433,0.11100668013966243,-20,-95.45454545454545,5.467319407560407
charting ai,33100,22,0.07,2.76,1.34,18100,18100,22200,27100,33100,27100,49500,49500,60500,90500,33100,9900,1885.4493328865212,0.7835728237673059,0.7272727272727273,0.6517351613094363,0.02095681609405319,-45.30386740331492,-89.06077348066297,5.46704003419883
quick profitability,49500,40,0.84,5.61,3.62,40500,40500,33100,40500,40500,40500,49500,40500,60500,49500,49500,49500,1280.3366214780594,0.7560058006278184,0.7272727272727273,1,0.016426320786779164,22.22222222222222,0,5.465756108583209
candle wicks,27100,100,0.23,0.81,0.42,27100,22200,22200,18100,22200,22200,27100,27100,40500,40500,40500,33100,1837.2595287887962,0.541316060941531,0.6363636363636364,0.9812096698873676,0.023292349944307348,22.14022140221402,-18.271604938271604,5.465512011028552
wicks for candles,27100,100,0.23,0.81,0.42,27100,22200,22200,18100,22200,22200,27100,27100,40500,40500,40500,33100,1837.2595287887962,0.541316060941531,0.6363636363636364,0.9812096698873676,0.023292349944307348,22.14022140221402,-18.271604938271604,5.465512011028552
online business sale,18100,55,0.3,2.47,2.02,12100,12100,14800,14800,14800,14800,22200,18100,22200,18100,18100,22200,650.7661771791942,0.9484266524107752,0.7272727272727273,1,0.028361192611563887,83.47107438016529,22.65193370165746,5.4652069962691225
flat screen tv,60500,100,0.16,0.64,0.8,49500,49500,49500,49500,49500,49500,49500,49500,60500,74000,90500,74000,3439.4281665678413,0.6167947284344313,0.36363636363636365,1,0.014289855764076514,49.494949494949495,0,5.465061320681283
gtd app,1600,16,0.66,6.03,2.55,1000,880,880,1000,1300,1600,1300,1300,1300,1900,2400,2400,128.10148361941236,0.8481914748241711,0.8181818181818182,1,0.07055783112169965,140,26.31578947368421,5.4648775489549255
henry vacuum,27100,100,0.31,1.46,0.85,22200,27100,22200,22200,22200,22200,27100,27100,40500,33100,40500,33100,1562.8274584269318,0.7255751010764884,0.5454545454545454,0.9935654431910176,0.023273608330745068,49.0990990990991,0,5.464681201054722
grandmother gifts,3600,100,0.27,1.14,1.59,1600,1300,1300,1600,4400,2900,2900,1900,2400,12100,6600,2400,464.90742941217906,0.7425653299814141,0.5454545454545454,0.8219868267621346,0.05363795556429487,50,-80.16528925619835,5.4638304558607524
penguin plush toy,22200,100,0.15,2.53,0.57,8100,8100,8100,8100,8100,8100,12100,22200,74000,49500,22200,9900,2582.649963746644,0.6643664226444557,0.36363636363636365,0.6882388921532724,0.025708517456649756,22.22222222222222,-80,5.463735887614897
barber chair,60500,100,0.37,2.89,2.67,49500,49500,49500,49500,60500,49500,60500,60500,60500,60500,74000,60500,1570.5675186299482,0.9248639817255213,0.5454545454545454,0.9862517632145896,0.014261915432925725,22.22222222222222,0,5.463725282394784
alpaca blanket,6600,100,0.47,2,1.74,5400,4400,3600,4400,4400,4400,4400,4400,8100,12100,9900,8100,622.3587801533647,0.5255436778031648,0.7272727272727273,0.9933039170533836,0.043041093091939604,50,-33.057851239669425,5.463517396525978
kingdom website design,6600,100,0.47,2,1.74,5400,4400,3600,4400,4400,4400,4400,4400,8100,12100,9900,8100,622.3587801533647,0.5255436778031648,0.7272727272727273,0.9933039170533836,0.043041093091939604,50,-33.057851239669425,5.463517396525978
meeting agenda,33100,3,0.15,4.2,2.17,27100,22200,27100,27100,27100,27100,33100,33100,33100,27100,33100,40500,885.7658855400683,0.8177767694343787,0.8181818181818182,1,0.02087330085927079,49.44649446494465,49.44649446494465,5.463265289238068
anise flavoring,5400,27,0.12,1.09,0.81,3600,3600,3600,3600,3600,4400,5400,4400,5400,9900,6600,6600,408.2752665420241,0.8101179472089002,0.6363636363636364,1,0.04635999082816629,83.33333333333334,-33.33333333333333,5.4627311645479475
induction cooktop,201000,100,0.2,1.5,0.81,201000,201000,201000,201000,201000,201000,201000,201000,246000,246000,246000,201000,3632.9327042762607,0.6574143463958513,0.2727272727272727,0.9603073144335517,0.0030014563759661614,0,-18.29268292682927,5.462369173615922
